"Indiana Jones and the Kingdom of the Crystal Skull","2008","217"
"War, Inc.","2008","13191"
"Savage Grace","2008","10822"
"Sex and the City","2008","4564"
"The Strangers","2008","10665"
"Kung Fu Panda","2008","9502"
"Mongol","2008","12246"
"The Promotion","2008","13172"
"You Don't Mess with the Zohan","2008","10661"
"The Children of Huang Shi","2008","13405"
"The Happening","2008","8645"
"The Incredible Hulk","2008","1724"
"Quid Pro Quo","2008","15662"
"Brick Lane","2008","21074"
"Get Smart","2008","11665"
"Kit Kittredge: An American Girl","2008","8359"
"The Love Guru","2008","12177"
"Finding Amanda","2008","13065"
"WALL-E","2008","10681"
"Wanted","2008","8909"
"Hancock","2008","8960"
"The Wackness","2008","13990"
"Garden Party","2008","14196"
"Hellboy II: The Golden Army","2008","11253"
"Journey to the Center of the Earth","2008","88751"
"Meet Dave","2008","11260"
"The Stone Angel","2008","14634"
"The Dark Knight","2008","155"
"Mamma Mia!","2008","11631"
"Space Chimps","2008","11802"
"Boy A","2008","14748"
"Brideshead Revisited","2008","12568"
"Step Brothers","2008","12133"
"The X-Files: I Want to Believe","2008","8836"
"Frozen River","2008","10183"
"The Midnight Meat Train","2008","10185"
"The Mummy: Tomb of the Dragon Emperor","2008","1735"
"Swing Vote","2008","10187"
"Pineapple Express","2008","10189"
"The Sisterhood of the Traveling Pants 2","2008","10188"
"Beer For My Horses","2008","15926"
"Elegy","2008","11671"
"Hell Ride","2008","13300"
"What We Do Is Secret","2008","17137"
"Tropic Thunder","2008","7446"
"Fly Me to the Moon","2008","13956"
"Henry Poole Is Here","2008","13107"
"Mirrors","2008","13515"
"Star Wars: The Clone Wars","2008","12180"
"Vicky Cristina Barcelona","2008","5038"
"The Rocker","2008","10186"
"Death Race","2008","10483"
"The Fifth Commandment","2008","14075"
"Hamlet 2","2008","12621"
"The House Bunny","2008","12620"
"The Longshots","2008","13579"
"Trouble the Water","2008","22319"
"Traitor","2008","13291"
"Babylon A.D.","2008","9381"
"College","2008","13991"
"Disaster Movie","2008","13805"
"Bangkok Dangerous","2008","13184"
"Surfer, Dude","2008","13827"
"The Boy in the Striped Pyjamas","2008","14574"
"Burn After Reading","2008","4944"
"The Family That Preys","2008","15450"
"Proud American","2008","90686"
"Righteous Kill","2008","13389"
"Towelhead","2008","10190"
"The Women","2008","13972"
"Superior Ultraman 8 Brothers","2008","47773"
"Appaloosa","2008","12690"
"Battle in Seattle","2008","13177"
"The Duchess","2008","12783"
"Ghost Town","2008","12797"
"Hounddog","2008","14882"
"Igor","2008","14248"
"Lakeview Terrace","2008","13279"
"Local Color","2008","2324"
"My Best Friend's Girl","2008","13596"
"Choke","2008","13973"
"Eagle Eye","2008","13027"
"Fireproof","2008","14438"
"Forever Strong","2008","31451"
"The Lucky Ones","2008","16005"
"Miracle at St. Anna","2008","12412"
"Nights in Rodanthe","2008","14326"
"Towelhead","2008","10190"
"An American Carol","2008","13948"
"Beverly Hills Chihuahua","2008","14405"
"Blindness","2008","8338"
"Flash of Genius","2008","14914"
"How to Lose Friends & Alienate People","2008","13092"
"Nick & Norah's Infinite Playlist","2008","12182"
"Rachel Getting Married","2008","14976"
"Religulous","2008","13007"
"RocknRolla","2008","13809"
"Body of Lies","2008","12113"
"City of Ember","2008","13600"
"The Express: The Ernie Davis Story","2008","14325"
"Happy-Go-Lucky","2008","10503"
"Quarantine","2008","13812"
"Flick","2008","26772"
"The Elephant King","2008","33256"
"Filth and Wisdom","2008","18548"
"Max Payne","2008","13051"
"Morning Light","2008","31237"
"The Secret Life of Bees","2008","12837"
"Sex Drive","2008","13523"
"W.","2008","10523"
"What Just Happened","2008","8944"
"Changeling","2008","3580"
"High School Musical 3: Senior Year","2008","11887"
"Passengers","2008","13944"
"Pride and Glory","2008","13150"
"Saw V","2008","11917"
"Synecdoche, New York","2008","4960"
"The Haunting of Molly Hartley","2008","14745"
"The Other End of the Line","2008","17334"
"Zack and Miri Make a Porno","2008","10358"
"The Boy in the Striped Pajamas","2008","14574"
"Madagascar: Escape 2 Africa","2008","10527"
"Repo! The Genetic Opera","2008","14353"
"Role Models","2008","15373"
"Soul Men","2008","14655"
"Slumdog Millionaire","2008","12405"
"Quantum of Solace","2008","10764"
"Bolt","2008","13053"
"Lake City","2008","14579"
"Special","2008","52800"
"Twilight","2008","8966"
"Australia","2008","6972"
"Four Christmases","2008","12193"
"Milk","2008","10139"
"Transporter 3","2008","13387"
"Cadillac Records","2008","14299"
"Extreme Movie","2008","15544"
"Frost/Nixon","2008","11499"
"Nobel Son","2008","15676"
"Punisher: War Zone","2008","13056"
"The Reader","2008","8055"
"Wendy and Lucy","2008","8942"
"Adulthood","2008","13058"
"Che","2008","8881"
"Dark Streets","2008","19392"
"The Day the Earth Stood Still","2008","828"
"Delgo","2008","20542"
"Doubt","2008","14359"
"Gran Torino","2008","13223"
"Nothing like the Holidays","2008","25852"
"Timecrimes","2008","14139"
"Where God Left His Shoes","2008","27765"
"While She Was Out","2008","15749"
"The Wrestler","2008","12163"
"Nothing but the Truth","2008","14637"
"Seven Pounds","2008","11321"
"The Tale of Despereaux","2008","10199"
"Yes Man","2008","10201"
"Bedtime Stories","2008","10202"
"The Curious Case of Benjamin Button","2008","4922"
"Last Chance Harvey","2008","16409"
"Marley & Me","2008","14306"
"The Spirit","2008","8285"
"Valkyrie","2008","2253"
"Waltz with Bashir","2008","8885"
"Revolutionary Road","2008","4148"
"Defiance","2008","13813"
"Bride Wars","2009","10521"
"Not Easily Broken","2009","14834"
"The Unborn","2009","13788"
"Chandni Chowk to China","2009","20002"
"Cherry Blossoms","2009","6461"
"Hotel for Dogs","2009","15189"
"My Bloody Valentine 3D","2009","14435"
"Notorious","2009","14410"
"Paul Blart: Mall Cop","2009","14560"
"The Dark Knight","2009","155"
"Donkey Punch","2009","13429"
"Ink","2009","24869"
"Inkheart","2009","2309"
"Killshot","2009","16164"
"Possession","2009","21484"
"Outlander","2009","10529"
"Underworld: Rise of the Lycans","2009","12437"
"The Class","2009","28205"
"Luck by Chance","2009","16344"
"New in Town","2009","14536"
"Taken","2009","8681"
"The Uninvited","2009","14254"
"Coraline","2009","14836"
"Fanboys","2009","13532"
"He's Just Not That into You","2009","10184"
"Incendiary","2009","15705"
"The Pink Panther 2","2009","15159"
"Push","2009","13455"
"Bob the Builder","2009","447138"
"Confessions of a Shopaholic","2009","20048"
"Friday the 13th","2009","4488"
"Gomorrah","2009","8882"
"The International","2009","4959"
"The Secret of Moonacre","2009","18032"
"Two Lovers","2009","10362"
"Under the Sea 3D","2009","36123"
"Billu","2009","16345"
"Delhi-6","2009","20027"
"Fired Up","2009","17927"
"Madea Goes to Jail","2009","15670"
"An American Affair","2009","20263"
"Crossing Over","2009","15577"
"Echelon Conspiracy","2009","16325"
"The Girl with the Dragon Tattoo","2009","15472"
"Play the Game","2009","45708"
"Street Fighter: The Legend of Chun-Li","2009","15268"
"12","2009","17134"
"Horsemen","2009","18476"
"Phoebe in Wonderland","2009","19079"
"Tokyo!","2009","630170"
"Watchmen","2009","13183"
"Barbie Presents: Thumbelina","2009","16418"
"Brothers at War","2009","28858"
"The Cake Eaters","2009","16071"
"The Last House on the Left","2009","18405"
"Miss March","2009","19556"
"The Perfect Sleep","2009","19206"
"Race to Witch Mountain","2009","13836"
"Severed Ways","2009","54901"
"Sunshine Cleaning","2009","13090"
"Duplicity","2009","16558"
"I Love You, Man","2009","16538"
"Knowing","2009","13811"
"Máncora","2009","56948"
"Sin Nombre","2009","21191"
"Super Capers","2009","20177"
"12 Rounds","2009","17134"
"The Cross","2009","212988"
"The Haunting in Connecticut","2009","18781"
"Monsters vs. Aliens","2009","15512"
"Adventureland","2009","16614"
"Alien Trespass","2009","16634"
"C Me Dance","2009","177096"
"The Escapist","2009","14851"
"Fast & Furious","2009","13804"
"Gigantic","2009","573334"
"Paris 36","2009","15457"
"The Song of Sparrows","2009","54254"
"Sugar","2009","29850"
"Super Why!","2009","32709"
"Lymelife","2009","22152"
"Dragonball Evolution","2009","14164"
"Hannah Montana: The Movie","2009","18126"
"In a Dream","2009","67985"
"Observe and Report","2009","16991"
"17 Again","2009","16996"
"American Violet","2009","21179"
"Crank: High Voltage","2009","15092"
"Every Little Step","2009","23997"
"Gooby","2009","21293"
"Is Anybody There?","2009","22447"
"State of Play","2009","16995"
"Earth","2009","10946"
"Treeless Mountain","2009","25695"
"Fighting","2009","17336"
"Frequently Asked Questions About Time Travel","2009","22494"
"The Informers","2009","17436"
"Mutant Chronicles","2009","13256"
"Obsessed","2009","17335"
"The Soloist","2009","17332"
"Tyson","2009","8940"
"Battle for Terra","2009","16873"
"Ghosts of Girlfriends Past","2009","12556"
"The Limits of Control","2009","8284"
"Revanche","2009","15451"
"The Skeptic","2009","24116"
"X-Men Origins: Wolverine","2009","2080"
"Adoration","2009","8895"
"The Garden","2009","7353"
"Julia","2009","24803"
"Little Ashes","2009","31299"
"Love N' Dancing","2009","16004"
"Next Day Air","2009","18065"
"Outrage","2009","30312"
"Powder Blue","2009","17740"
"Star Trek","2009","13475"
"Angels & Demons","2009","13448"
"The Brothers Bloom","2009","21755"
"Jerichow","2009","12161"
"Management","2009","21583"
"Not Forgotten","2009","22135"
"Make the Yuletide Gay","2009","26032"
"Dogtooth","2009","38810"
"Terminator Salvation","2009","534"
"Dance Flick","2009","21724"
"Easy Virtue","2009","16899"
"The Girlfriend Experience","2009","17680"
"The Imaginarium of Doctor Parnassus","2009","8054"
"Night at the Museum: Battle of the Smithsonian","2009","18360"
"Tormented","2009","23173"
"Departures","2009","16804"
"Drag Me to Hell","2009","16871"
"The Maiden Heist","2009","24271"
"Up","2009","14160"
"What Goes Up","2009","19874"
"Unmistaken Child","2009","62635"
"After Last Season","2009","64104"
"Away We Go","2009","19255"
"The Hangover","2009","18785"
"Land of the Lost","2009","18162"
"My Life in Ruins","2009","23049"
"Tennessee","2009","145250"
"Doghouse","2009","20606"
"Food, Inc.","2009","18570"
"Imagine That","2009","19724"
"Moon","2009","17431"
"Sex Positive","2009","40855"
"The Taking of Pelham 123","2009","18487"
"$9.99","2009","19311"
"Dead Snow","2009","14451"
"The Proposal","2009","18240"
"Whatever Works","2009","19265"
"Year One","2009","17610"
"Transformers: Revenge of the Fallen","2009","8373"
"Chéri","2009","22215"
"The Hurt Locker","2009","12162"
"My Sister's Keeper","2009","10024"
"Surveillance","2009","606859"
"Ice Age: Dawn of the Dinosaurs","2009","8355"
"The Girl from Monaco","2009","15342"
"I Hate Valentine's Day","2009","20825"
"Public Enemies","2009","11322"
"Blood: The Last Vampire","2009","1450"
"Brüno","2009","18480"
"Humpday","2009","23720"
"I Love You, Beth Cooper","2009","19840"
"Sesame Street","2009","343487"
"(500) Days of Summer","2009","19913"
"The Age of Stupid","2009","24458"
"Death in Love","2009","30302"
"Harry Potter and the Half-Blood Prince","2009","767"
"Homecoming","2009","22681"
"The Answer Man","2009","20407"
"Los Bandoleros","2009","253835"
"G-Force","2009","19585"
"In the Loop","2009","19833"
"Orphan","2009","21208"
"Shrink","2009","22640"
"The Ugly Truth","2009","20943"
"Adam","2009","22051"
"Aliens in the Attic","2009","20856"
"The Collector","2009","21407"
"The Cove","2009","23128"
"Funny People","2009","20829"
"Thirst","2009","22536"
"Cold Souls","2009","30250"
"G.I. Joe: The Rise of Cobra","2009","14869"
"Julie & Julia","2009","24803"
"Paper Heart","2009","25183"
"A Perfect Getaway","2009","12403"
"Bandslam","2009","23367"
"District 9","2009","17654"
"Earth Days","2009","62106"
"The Goods: Live Hard, Sell Hard","2009","19905"
"Grace","2009","21398"
"It Might Get Loud","2009","22492"
"Ponyo","2009","12429"
"Spread","2009","19918"
"The Time Traveler's Wife","2009","24420"
"Art & Copy","2009","36432"
"Five Minutes of Heaven","2009","16759"
"Inglourious Basterds","2009","16869"
"The Marc Pease Experience","2009","25154"
"My One and Only","2009","26820"
"Post Grad","2009","25704"
"World's Greatest Dad","2009","20178"
"X Games: The Movie","2009","109326"
"Big Fan","2009","29150"
"The Final Destination","2009","19912"
"Halloween II","2009","24150"
"Mystery Team","2009","38087"
"The Open Road","2009","24663"
"The September Issue","2009","23044"
"Taking Woodstock","2009","26320"
"We Live in Public","2009","34015"
"All About Steve","2009","23706"
"American Casino","2009","57904"
"Amreeka","2009","29134"
"Carriers","2009","25769"
"Extract","2009","12569"
"Gamer","2009","18501"
"Thomas & Friends: Hero of the Rails","2009","93399"
"9","2009","12244"
"Beyond A Reasonable Doubt","2009","25137"
"Crude","2009","34214"
"Disgrace","2009","12411"
"I Can Do Bad All By Myself","2009","26367"
"No Impact Man","2009","30873"
"Sorority Row","2009","26688"
"White on Rice","2009","39450"
"Whiteout","2009","22787"
"Mr. Nobody","2009","31011"
"35 Shots of Rum","2009","26191"
"The Other Woman","2009","52505"
"Bright Star","2009","29963"
"The Burning Plain","2009","12165"
"Cloudy with a Chance of Meatballs","2009","22794"
"Fuel","2009","34696"
"The Informant!","2009","11323"
"Jennifer's Body","2009","19994"
"Love Happens","2009","25643"
"Paris","2009","8279"
"Splice","2009","37707"
"Pretty Ugly People","2009","24450"
"The Boys Are Back","2009","23512"
"Brief Interviews with Hideous Men","2009","29151"
"Coco Before Chanel","2009","11156"
"Fame","2009","28665"
"I Hope They Serve Beer in Hell","2009","30128"
"The Other Man","2009","17606"
"Pandorum","2009","19898"
"Paranormal Activity","2009","23827"
"Surrogates","2009","19959"
"Trailer Park Boys: Countdown to Liquor Day","2009","27561"
"Capitalism: A Love Story","2009","22074"
"The Invention of Lying","2009","23082"
"More than a Game","2009","33295"
"A Serious Man","2009","12573"
"What's Your Raashee?","2009","24864"
"Whip It","2009","22798"
"Zombieland","2009","19908"
"Bronson","2009","18533"
"Couples Retreat","2009","19899"
"The Damned United","2009","21641"
"An Education","2009","24684"
"Free Style","2009","39055"
"From Mexico with Love","2009","32286"
"Good Hair","2009","22800"
"Peter and Vandy","2009","34128"
"St Trinian's","2009","10748"
"Trucker","2009","324405"
"Assassin's Creed: Lineage","2009","567901"
"Black Dynamite","2009","24804"
"Janky Promoters","2009","25186"
"Law Abiding Citizen","2009","22803"
"Love the Beast","2009","20311"
"The Maid","2009","27567"
"The Ministers","2009","26861"
"New York, I Love You","2009","12572"
"The Stepfather","2009","19904"
"Triangle","2009","26466"
"Where the Wild Things Are","2009","16523"
"Amelia","2009","8915"
"Antichrist","2009","17609"
"Astro Boy","2009","16577"
"Cirque du Freak: The Vampire's Assistant","2009","24418"
"The Marine 2","2009","27310"
"Motherhood","2009","22805"
"Ong Bak 2: The Beginning","2009","16353"
"Saw VI","2009","22804"
"(Untitled)","2009","45261"
"The Yes Men Fix the World","2009","18489"
"Halloweenight","2009","300393"
"Night of the Demons","2009","27646"
"Michael Jackson's This Is It","2009","13576"
"The Boondock Saints II: All Saints Day","2009","22821"
"Gentlemen Broncos","2009","22820"
"The House of the Devil","2009","25983"
"Looking for Palladin","2009","250625"
"Skin","2009","29989"
"The Box","2009","22825"
"A Christmas Carol","2009","17979"
"The Flying Scissors","2009","268982"
"The Fourth Kind","2009","22824"
"The Men Who Stare at Goats","2009","10313"
"Precious","2009","25793"
"That Evening Sun","2009","40856"
"My Little Pony: Twinkle Wish Adventure","2009","57505"
"2012","2009","14161"
"The Boat That Rocked","2009","18947"
"Dare","2009","32124"
"Fantastic Mr. Fox","2009","10315"
"Lesbian Vampire Killers","2009","18238"
"The Messenger","2009","28089"
"Uncertainty","2009","28520"
"Women in Trouble","2009","31723"
"The Young Victoria","2009","18320"
"Bad Lieutenant: Port of Call New Orleans","2009","11699"
"The Blind Side","2009","22881"
"Broken Embraces","2009","8088"
"Defamation","2009","56895"
"Nativity!","2009","49522"
"Planet 51","2009","16866"
"The Twilight Saga: New Moon","2009","18239"
"Me and Orson Welles","2009","12404"
"Ninja Assassin","2009","22832"
"Old Dogs","2009","22949"
"The Road","2009","20766"
"The Private Lives of Pippa Lee","2009","4475"
"St Trinian's 2: The Legend of Fritton's Gold","2009","37565"
"Made for Each Other","2009","29029"
"Armored","2009","4597"
"Brothers","2009","7445"
"Everybody's Fine","2009","26171"
"Transylmania","2009","37190"
"Until the Light Takes Us","2009","36124"
"Up in the Air","2009","22947"
"Curious George: A Very Monkey Christmas","2009","263945"
"Trick 'r Treat","2009","23202"
"Invictus","2009","22954"
"The Lovely Bones","2009","7980"
"My Son, My Son, What Have Ye Done?","2009","44027"
"The Princess and the Frog","2009","10198"
"A Single Man","2009","34653"
"The Slammin' Salmon","2009","34423"
"Tenderness","2009","22398"
"Crazy Heart","2009","25196"
"A Town Called Panic","2009","40623"
"Avatar","2009","19995"
"Did You Hear About the Morgans?","2009","24438"
"The New Daughter","2009","37534"
"Nine","2009","10197"
"The Young Victoria","2009","18320"
"American Pie Presents: The Book of Love","2009","26123"
"Alvin and the Chipmunks: The Squeakquel","2009","23398"
"The Last Station","2009","36811"
"The Imaginarium of Doctor Parnassus","2009","8054"
"It's Complicated","2009","22897"
"Sherlock Holmes","2009","10528"
"The White Ribbon","2009","37903"
"Daybreakers","2010","19901"
"Leap Year","2010","25195"
"Stranger Things","2010","182026"
"Youth in Revolt","2010","22327"
"Crazy on the Outside","2010","35458"
"Pyaar Impossible!","2010","29538"
"Wonderful World","2010","27735"
"The Book of Eli","2010","20504"
"The Spy Next Door","2010","23172"
"44 Inch Chest","2010","29182"
"Fish Tank","2010","24469"
"Extraordinary Measures","2010","27569"
"Legion","2010","22894"
"Tooth Fairy","2010","23023"
"Creation","2010","64780"
"To Save a Life","2010","41144"
"Edge of Darkness","2010","12201"
"When in Rome","2010","13477"
"Preacher's Kid","2010","35716"
"North Face","2010","16436"
"Ajami","2010","24424"
"Dear John","2010","22971"
"From Paris With Love","2010","26389"
"District 13: Ultimatum","2010","15357"
"Eyes Wide Open","2010","37810"
"Frozen","2010","44363"
"Terribly Happy","2010","15952"
"Super Why!","2010","53142"
"Percy Jackson & the Olympians: The Lightning Thief","2010","32657"
"Valentine's Day","2010","32856"
"The Wolfman","2010","7978"
"3 Idiots","2010","20453"
"My Name Is Khan","2010","26022"
"Celine: Through the Eyes of the World","2010","37925"
"Lourdes","2010","41123"
"The Ghost Writer","2010","11439"
"Shutter Island","2010","11324"
"The Red Baron","2010","8349"
"Cop Out","2010","23742"
"The Crazies","2010","29427"
"Defendor","2010","34769"
"Formosa Betrayed","2010","41616"
"A Prophet","2010","21575"
"Alice in Wonderland","2010","12155"
"Brooklyn's Finest","2010","26390"
"Strawberry Shortcake","2010","285469"
"Green Zone","2010","22972"
"Our Family Wedding","2010","34563"
"Remember Me","2010","23169"
"She's Out of My League","2010","34016"
"Children of Invention","2010","42850"
"Stolen","2010","180302"
"The Bounty Hunter","2010","27573"
"Diary of a Wimpy Kid","2010","33217"
"Repo Men","2010","31867"
"City Island","2010","28053"
"Greenberg","2010","27583"
"Hubble 3D","2010","44992"
"The Killing Jar","2010","43754"
"The Runaways","2010","27586"
"Hot Tub Time Machine","2010","23048"
"How to Train Your Dragon","2010","10191"
"Chloe","2010","28211"
"The Last Song","2010","35690"
"Clash of the Titans","2010","18823"
"Why Did I Get Married Too?","2010","35688"
"The Greatest","2010","32395"
"Care Bears","2010","57277"
"Date Night","2010","35056"
"Letters to God","2010","35691"
"After.Life","2010","36419"
"La Mission","2010","48844"
"When You're Strange","2010","37659"
"Death at a Funeral","2010","34803"
"Kick-Ass","2010","23483"
"4.3.2.1","2010","44877"
"The City of Your Final Destination","2010","42819"
"Exit Through the Gift Shop","2010","39452"
"The Joneses","2010","41479"
"The Perfect Game","2010","56601"
"Oceans","2010","36970"
"The Back-up Plan","2010","34806"
"The Losers","2010","34813"
"Behind the Burly Q","2010","91911"
"Breath Made Visible: Anna Halprin","2010","147697"
"The Human Centipede (First Sequence)","2010","37169"
"Furry Vengeance","2010","35169"
"A Nightmare on Elm Street","2010","377"
"The Good Heart","2010","5178"
"Harry Brown","2010","25941"
"Please Give","2010","40247"
"The Infidel","2010","42171"
"Sex & Drugs & Rock & Roll","2010","37234"
"The Trotsky","2010","46584"
"Iron Man 2","2010","10138"
"Babies","2010","44737"
"Casino Jack and the United States of Money","2010","44999"
"Multiple Sarcasms","2010","39042"
"Mother and Child","2010","37080"
"The Oath","2010","52918"
"Barbie in A Mermaid Tale","2010","34134"
"Metropia","2010","36800"
"Just Wright","2010","38093"
"Letters to Juliet","2010","37056"
"Robin Hood","2010","20662"
"Daddy Longlegs","2010","58251"
"Here and There","2010","211252"
"Princess Kaiulani","2010","39806"
"MacGruber","2010","37931"
"Shrek Forever After","2010","10192"
"Holy Roller","2010","132275"
"John Rabe","2010","5937"
"Kites: The Remix","2010","37737"
"Perrier's Bounty","2010","41009"
"Racing Dreams","2010","44671"
"Solitary Man","2010","36691"
"The 7 Adventures of Sinbad","2010","44773"
"Sex and the City 2","2010","37786"
"Prince of Persia: The Sands of Time","2010","9543"
"Agora","2010","26428"
"Father of My Children","2010","43614"
"Micmacs","2010","27936"
"Survival of the Dead","2010","29426"
"Get Him to the Greek","2010","32823"
"Killers","2010","37821"
"Marmaduke","2010","38579"
"Splice","2010","37707"
"Gone with the Pope","2010","79456"
"Ondine","2010","38448"
"Raajneeti","2010","37951"
"The A-Team","2010","34544"
"The Karate Kid","2010","38575"
"12th & Delaware","2010","44806"
"Coco Chanel & Igor Stravinsky","2010","38984"
"Joan Rivers: A Piece of Work","2010","41397"
"The Lottery","2010","54812"
"Winter's Bone","2010","39013"
"Jonah Hex","2010","20533"
"Toy Story 3","2010","10193"
"45365","2010","81583"
"8: The Mormon Proposition","2010","40428"
"Cyrus","2010","39053"
"The Killer Inside Me","2010","37414"
"Raavan","2010","37460"
"Stonewall Uprising","2010","131880"
"Knight and Day","2010","37834"
"Grown Ups","2010","38365"
"Dogtooth","2010","38810"
"Restrepo","2010","39312"
"The Twilight Saga: Eclipse","2010","24021"
"Love Ranch","2010","39845"
"The Last Airbender","2010","10196"
"Great Directors","2010","85963"
"Despicable Me","2010","20352"
"The Kids Are All Right","2010","39781"
"The Girl Who Played With Fire","2010","24253"
"REC 2","2010","186761"
"StreetDance 3D","2010","41592"
"Valhalla Rising","2010","37861"
"The Sorcerer's Apprentice","2010","27022"
"Inception","2010","27205"
"Kisses","2010","76611"
"Standing Ovation","2010","55567"
"Ramona and Beezus","2010","38843"
"Salt","2010","27576"
"Countdown to Zero","2010","50420"
"Farewell","2010","33996"
"Life During Wartime","2010","39800"
"Mugabe and the White African","2010","50221"
"Cats & Dogs: The Revenge of Kitty Galore","2010","39691"
"Charlie St. Cloud","2010","37950"
"Dinner for Schmucks","2010","38778"
"The Dry Land","2010","44998"
"The Extra Man","2010","47088"
"Get Low","2010","44718"
"Smash His Camera","2010","47912"
"Flipped","2010","43949"
"The Other Guys","2010","27581"
"Step Up 3D","2010","41233"
"Brotherhood","2010","51462"
"Cairo Time","2010","31189"
"The Disappearance of Alice Creed","2010","38542"
"Lebanon","2010","61629"
"Middle Men","2010","38842"
"Patrik, Age 1.5","2010","15179"
"Spring Fever","2010","28739"
"Twelve","2010","40720"
"The Wildest Dream","2010","59248"
"Strawberry Shortcake","2010","285469"
"Eat Pray Love","2010","38167"
"The Expendables","2010","27578"
"Scott Pilgrim vs. the World","2010","22538"
"Animal Kingdom","2010","44629"
"Double Negative","2010","389885"
"Neshoba","2010","70570"
"Peepli Live","2010","44549"
"La Soga","2010","63236"
"Tales from Earthsea","2010","37933"
"Vampires Suck","2010","40264"
"A Film Unfinished","2010","58772"
"Lottery Ticket","2010","41382"
"Nanny McPhee and the Big Bang","2010","35019"
"Piranha 3D","2010","43593"
"The Switch","2010","41210"
"Mao's Last Dancer","2010","33870"
"Soul Kitchen","2010","31175"
"The Tillman Story","2010","43924"
"What If...","2010","42950"
"The Last Exorcism","2010","38358"
"Takers","2010","22907"
"Avatar","2010","19995"
"Centurion","2010","23759"
"Mesrine","2010","13635"
"The American","2010","27579"
"Going the Distance","2010","38073"
"Machete","2010","23631"
"Barbie: A Fashion Fairytale","2010","44874"
"Resident Evil: Afterlife","2010","35791"
"The Virginity Hit","2010","42889"
"Repeaters","2010","71700"
"Never Let Me Go","2010","42188"
"Alpha and Omega","2010","12819"
"Devil","2010","44040"
"Easy A","2010","37735"
"The Town","2010","23168"
"Catfish","2010","42296"
"Jack Goes Boating","2010","43943"
"Last Day of Summer","2010","97098"
"Leaves of Grass","2010","12834"
"You Will Meet a Tall Dark Stranger","2010","38031"
"Legend of the Guardians: The Owls of Ga'Hoole","2010","41216"
"Wall Street: Money Never Sleeps","2010","33909"
"You Again","2010","38303"
"Buried","2010","26388"
"Norwegian Wood","2010","57703"
"Case 39","2010","28355"
"Let Me In","2010","41402"
"The Social Network","2010","37799"
"It's Kind of a Funny Story","2010","43923"
"Life as We Know It","2010","38408"
"My Soul to Take","2010","43931"
"Secretariat","2010","39486"
"Elite Squad: The Enemy Within","2010","47931"
"I Spit on Your Grave","2010","43947"
"Inside Job","2010","44639"
"It's a Wonderful Afterlife","2010","42057"
"Nowhere Boy","2010","33511"
"Stone","2010","44113"
"Tamara Drewe","2010","38961"
"Wild Target","2010","44147"
"Jackass 3D","2010","16290"
"Red","2010","39514"
"Carlos","2010","43434"
"Conviction","2010","45094"
"Hereafter","2010","44603"
"Paranormal Activity 2","2010","41436"
"Saw 3D","2010","41439"
"The Girl Who Kicked the Hornets' Nest","2010","33613"
"Monsters","2010","43933"
"Crayon","2010","117352"
"Due Date","2010","41733"
"Fair Game","2010","38363"
"For Colored Girls","2010","44944"
"Megamind","2010","38055"
"Transformers","2010","552159"
"127 Hours","2010","44115"
"Four Lions","2010","37495"
"Guy and Madeline on a Park Bench","2010","46504"
"Morning Glory","2010","38357"
"Skyline","2010","42684"
"Unstoppable","2010","44048"
"Harry Potter and the Deathly Hallows – Part 1","2010","12444"
"The Next Three Days","2010","43539"
"Made in Dagenham","2010","46138"
"Burlesque","2010","42297"
"Faster","2010","41283"
"Love & Other Drugs","2010","43347"
"Tangled","2010","38757"
"Break Ke Baad","2010","50099"
"The Nutcracker","2010","49852"
"The King's Speech","2010","45269"
"Black Swan","2010","44214"
"I Love You Phillip Morris","2010","8952"
"The Warrior's Way","2010","46528"
"Night Catches Us","2010","48833"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","2010","10140"
"The Tourist","2010","37710"
"Frankie & Alice","2010","55061"
"The Tempest","2010","44638"
"The Fighter","2010","45317"
"How Do You Know","2010","42888"
"Tron Legacy","2010","20526"
"Yogi Bear","2010","41515"
"Casino Jack","2010","45324"
"Rabbit Hole","2010","27585"
"Little Fockers","2010","39451"
"True Grit","2010","44264"
"Somewhere","2010","39210"
"Gulliver's Travels","2010","38745"
"The Illusionist","2010","41201"
"Another Year","2010","44009"
"Biutiful","2010","45958"
"Blue Valentine","2010","46705"
"Flypaper","2011","62046"
"Season of the Witch","2011","23047"
"Phil Ochs: There but for Fortune","2011","55845"
"The Time That Remains","2011","44898"
"The Green Hornet","2011","40805"
"No Strings Attached","2011","41630"
"The Dilemma","2011","44564"
"The Guard","2011","67913"
"Bellflower","2011","58699"
"Buck","2011","2616"
"Hobo with a Shotgun","2011","49010"
"Pariah","2011","73939"
"Silent House","2011","92182"
"Win Win","2011","55725"
"The Devil's Double","2011","62630"
"Like Crazy","2011","60420"
"POM Wonderful Presents: The Greatest Movie Ever Sold","2011","58492"
"Cedar Rapids","2011","52067"
"Gnomeo & Juliet","2011","45772"
"Higher Ground","2011","50875"
"Another Earth","2011","55420"
"Sound of My Voice","2011","86812"
"Take Shelter","2011","64720"
"Margin Call","2011","50839"
"The Rite","2011","48171"
"The Mechanic","2011","27582"
"Sanctum","2011","48340"
"Cold Weather","2011","55934"
"The Other Woman","2011","52505"
"The Roommate","2011","49950"
"Just Go with It","2011","50546"
"Carancho","2011","47261"
