"9029","tt1033643","What Happens in Vegas","2008-05-07 00:00:00","6.0","1806","","99","Comedy, Romance","170000000"
"2454","tt0499448","The Chronicles of Narnia: Prince Caspian","2008-05-15 00:00:00","6.5","3735","","150","Adventure, Family, Fantasy","419665568"
"217","tt0367882","Indiana Jones and the Kingdom of the Crystal Skull","2008-05-21 00:00:00","5.9","4698","","122","Adventure, Action","786636033"
"13191","tt0884224","War, Inc.","2008-04-28 00:00:00","5.6","150","","106","Action, Adventure, Comedy, Thriller","1296184"
"10822","tt0379976","Savage Grace","2007-05-18 00:00:00","5.7","99","","97","Drama","0"
"4564","tt1000774","Sex and the City","2008-05-12 00:00:00","6.4","1080","","145","Comedy, Drama, Romance","415252786"
"10665","tt0482606","The Strangers","2008-05-29 00:00:00","6.2","1246","","86","Thriller, Horror, Mystery","82391145"
"9502","tt0441773","Kung Fu Panda","2008-06-04 00:00:00","7.1","6429","","90","Adventure, Animation, Family, Comedy","631744560"
"12246","tt0416044","Mongol: The Rise of Genghis Khan","2007-09-20 00:00:00","6.7","285","","120","History, Adventure, War, Action","26527510"
"13172","tt0803057","The Promotion","2008-06-06 00:00:00","5.2","120","","86","Comedy","0"
"10661","tt0960144","You Don't Mess with the Zohan","2008-06-05 00:00:00","5.5","2049","","113","Comedy, Action","201596308"
"13405","tt0889588","The Children of Huang Shi","2008-06-03 00:00:00","6.8","79","","125","Drama, War","7785317"
"8645","tt0949731","The Happening","2008-06-11 00:00:00","5.1","1813","","91","Thriller, Science Fiction","163403799"
"1724","tt0800080","The Incredible Hulk","2008-06-12 00:00:00","6.2","6675","","114","Science Fiction, Action, Adventure","163712074"
"15662","tt0414426","Quid Pro Quo","2008-06-13 00:00:00","5.5","15","","82","Mystery, Drama, Thriller","0"
"21074","tt0940585","Brick Lane","2007-11-16 00:00:00","5.2","20","","102","Drama","0"
"11665","tt0425061","Get Smart","2008-06-19 00:00:00","6.1","1963","","110","Action, Comedy, Thriller","230685453"
"8359","tt0846308","Kit Kittredge: An American Girl","2008-07-02 00:00:00","6.2","75","","101","Comedy, Drama, Family","0"
"12177","tt0811138","The Love Guru","2008-06-20 00:00:00","4.3","420","","87","Comedy, Romance","41819064"
"13065","tt0889134","Finding Amanda","2008-06-27 00:00:00","5.1","23","","96","Comedy, Drama","0"
"10681","tt0910970","WALL·E","2008-06-22 00:00:00","8.0","11311","","98","Animation, Family, Science Fiction","521311860"
"8909","tt0493464","Wanted","2008-06-19 00:00:00","6.4","4394","","110","Action, Thriller, Crime","258270008"
"8960","tt0448157","Hancock","2008-07-01 00:00:00","6.3","5669","","92","Fantasy, Action","624029371"
"13990","tt1082886","The Wackness","2008-07-03 00:00:00","6.4","164","","99","Drama","2899975"
"14196","tt0828393","Garden Party","2008-07-11 00:00:00","5.1","24","","88","Drama","0"
"11253","tt0411477","Hellboy II: The Golden Army","2008-07-11 00:00:00","6.7","2989","","120","Fantasy, Action, Adventure","160388063"
"88751","tt0373051","Journey to the Center of the Earth","2008-07-10 00:00:00","5.9","2833","","93","Action, Science Fiction, Adventure, Comedy, Family","101702060"
"11260","tt0765476","Meet Dave","2008-07-08 00:00:00","5.2","768","","90","Comedy, Science Fiction, Adventure, Family","50650079"
"14634","tt0847897","The Stone Angel","2007-09-12 00:00:00","5.7","12","","116","Drama","473993"
"155","tt0468569","The Dark Knight","2008-07-16 00:00:00","8.4","19689","","152","Drama, Action, Crime, Thriller","1004558444"
"11631","tt0795421","Mamma Mia!","2008-07-02 00:00:00","6.9","3919","","108","Comedy, Romance","609841637"
"11802","tt0482603","Space Chimps","2008-07-17 00:00:00","4.9","241","","81","Animation, Family, Adventure, Comedy, Science Fiction","64762724"
"14748","tt1078188","Boy A","2007-10-28 00:00:00","7.2","241","","102","Crime, Drama","1200398"
"12568","tt0412536","Brideshead Revisited","2008-07-25 00:00:00","6.4","86","","133","Drama, Romance","13204291"
"12133","tt0838283","Step Brothers","2008-07-25 00:00:00","6.5","1808","","98","Comedy","128107642"
"8836","tt0443701","The X Files: I Want to Believe","2008-07-24 00:00:00","5.6","820","","104","Drama, Mystery, Science Fiction, Thriller","68369434"
"10183","tt0978759","Frozen River","2008-08-01 00:00:00","6.5","162","","97","Drama","0"
"10185","tt0805570","The Midnight Meat Train","2008-08-07 00:00:00","6.0","485","","98","Mystery, Horror","3533227"
"1735","tt0859163","The Mummy: Tomb of the Dragon Emperor","2008-07-01 00:00:00","5.3","2674","","112","Adventure, Action, Fantasy","401128639"
"10187","tt1027862","Swing Vote","2008-08-01 00:00:00","5.7","118","","120","Drama, Comedy","17600000"
"10189","tt0910936","Pineapple Express","2008-08-06 00:00:00","6.6","2060","","111","Action, Comedy","101624843"
"10188","tt1018785","The Sisterhood of the Traveling Pants 2","2008-08-06 00:00:00","6.2","511","","117","Adventure, Comedy, Drama, Family","44352417"
"15926","tt1178640","Beer for My Horses","2008-08-08 00:00:00","5.2","13","","86","Action, Comedy","666045"
"11671","tt0974554","Elegy","2008-08-08 00:00:00","6.5","127","","112","Drama, Romance","14894347"
"13300","tt0411475","Hell Ride","2008-08-08 00:00:00","5.6","100","","84","Action, Thriller","194287"
"17137","tt0384683","What We Do Is Secret","2008-08-08 00:00:00","5.7","10","","92","Drama","0"
"7446","tt0942385","Tropic Thunder","2008-08-09 00:00:00","6.5","3254","","107","Action, Comedy, Adventure, War","188072649"
"13956","tt0486321","Fly Me to the Moon","2008-08-15 00:00:00","4.4","86","","84","Adventure, Animation, Family","41412264"
"13107","tt1029120","Henry Poole Is Here","2008-08-15 00:00:00","6.0","97","","99","Comedy, Drama","1829917"
"13515","tt0790686","Mirrors","2008-08-15 00:00:00","6.1","949","","110","Horror, Mystery, Thriller, Drama","72436439"
"12180","tt1185834","Star Wars: The Clone Wars","2008-08-05 00:00:00","5.8","846","","98","Animation, Action, Science Fiction, Adventure","68282844"
"5038","tt0497465","Vicky Cristina Barcelona","2008-08-15 00:00:00","6.8","2092","","96","Drama, Romance","96408652"
"10186","tt1031969","The Rocker","2008-08-20 00:00:00","5.8","301","","102","Comedy, Music","8762890"
"10483","tt0452608","Death Race","2008-08-22 00:00:00","6.1","2129","","105","Action, Thriller, Science Fiction","73762516"
"14075","tt0492881","The Fifth Commandment","2008-08-21 00:00:00","5.3","20","","87","Adventure, Action, Thriller, Crime","0"
"12621","tt1104733","Hamlet 2","2008-01-21 00:00:00","6.0","86","","92","Comedy, Music","0"
"12620","tt0852713","The House Bunny","2008-08-22 00:00:00","5.6","1159","","97","Romance, Comedy","70442940"
"13579","tt1091751","The Longshots","2008-08-22 00:00:00","6.2","23","","94","Drama, Family, Comedy","0"
"22319","tt1149405","Trouble the Water","2008-01-20 00:00:00","7.4","14","","93","Documentary","0"
"13291","tt0988047","Traitor","2008-08-23 00:00:00","6.6","337","","114","Drama, Action, Thriller, Crime","23530831"
"9381","tt0364970","Babylon A.D.","2008-08-20 00:00:00","5.5","1133","","101","Action, Adventure, Science Fiction, Thriller","72108608"
"13991","tt0844671","College","2008-08-28 00:00:00","4.6","79","","94","Comedy","6230276"
"13805","tt1213644","Disaster Movie","2008-08-29 00:00:00","3.1","533","","87","Action, Comedy","14109284"
"13184","tt0814022","Bangkok Dangerous","2008-08-21 00:00:00","5.2","551","","99","Action, Crime, Thriller","42487390"
"13827","tt0976247","Surfer, Dude","2008-09-05 00:00:00","4.4","43","","85","Comedy","69497"
"14574","tt0914798","The Boy in the Striped Pyjamas","2008-05-07 00:00:00","7.9","3750","","94","War, Drama","20416563"
"4944","tt0887883","Burn After Reading","2008-09-05 00:00:00","6.6","2433","","96","Comedy, Drama","163720069"
"15450","tt1142798","The Family That Preys","2008-09-12 00:00:00","6.2","30","","111","Drama, Romance","0"
"90686","tt1008023","Proud American","2008-09-12 00:00:00","0.0","0","","115","Drama","0"
"13389","tt1034331","Righteous Kill","2008-09-11 00:00:00","5.9","647","","101","Action, Crime, Drama, Thriller","73174566"
"10190","tt0787523","Towelhead","2008-09-12 00:00:00","6.4","75","","111","Drama","367638"
"13972","tt0430770","The Women","2008-09-12 00:00:00","4.9","185","","114","Family, Comedy, Drama, Romance","50007546"
"47773","tt1291119","Superior Ultraman 8 Brothers","2008-09-13 00:00:00","7.5","4","","98","Family, Action, Comedy, Drama, Fantasy, Science Fiction","9833515"
"12690","tt0800308","Appaloosa","2008-09-12 00:00:00","6.5","499","","115","Drama, Western, Crime","20211394"
"13177","tt0850253","Battle in Seattle","2007-09-07 00:00:00","6.4","117","","99","Action, Drama","908847"
"12783","tt0864761","The Duchess","2008-09-05 00:00:00","6.9","949","","110","Drama, History, Romance","43306325"
"12797","tt0995039","Ghost Town","2008-09-19 00:00:00","6.4","479","","102","Comedy, Fantasy, Romance","27074492"
"14882","tt0415856","Hounddog","2008-09-19 00:00:00","6.3","52","","102","Drama","0"
"14248","tt0465502","Igor","2008-09-19 00:00:00","5.6","270","","87","Animation, Comedy, Family, Fantasy","30700000"
"13279","tt0947802","Lakeview Terrace","2008-09-19 00:00:00","5.9","516","","110","Drama, Crime, Thriller","27640028"
"2324","tt0472126","Local Color","2006-09-19 00:00:00","6.7","10","","107","Drama","32788"
"13596","tt1046163","My Best Friend's Girl","2008-09-19 00:00:00","5.6","399","","101","Romance, Comedy","36620508"
"13973","tt1024715","Choke","2008-09-26 00:00:00","6.2","208","","92","Comedy, Drama","3830137"
"13027","tt1059786","Eagle Eye","2008-09-25 00:00:00","6.4","1663","","118","Mystery, Thriller, Action","0"
"14438","tt1129423","Fireproof","2008-09-26 00:00:00","7.0","231","","122","Drama","33456317"
"31451","tt0840322","Forever Strong","2008-09-26 00:00:00","7.0","96","","112","Drama","0"
"16005","tt0981072","The Lucky Ones","2008-09-26 00:00:00","6.3","90","","113","Comedy, Drama, History","0"
"12412","tt1046997","Miracle at St. Anna","2008-09-15 00:00:00","6.2","199","","160","Drama, War","9323833"
"14326","tt0956038","Nights in Rodanthe","2008-09-26 00:00:00","6.1","330","","97","Drama, Romance","84375061"
"10190","tt0787523","Towelhead","2008-09-12 00:00:00","6.4","75","","111","Drama","367638"
"13948","tt1190617","An American Carol","2008-10-03 00:00:00","3.8","42","","83","Comedy, Fantasy","7000000"
"14405","tt1014775","Beverly Hills Chihuahua","2008-10-03 00:00:00","4.9","507","","91","Adventure, Comedy, Family, Romance","149281606"
"8338","tt0861689","Blindness","2008-05-14 00:00:00","6.5","691","","121","Drama, Mystery, Science Fiction, Thriller","19844979"
"14914","tt1054588","Flash of Genius","2008-09-07 00:00:00","6.6","108","","119","Drama","0"
"13092","tt0455538","How to Lose Friends & Alienate People","2008-10-02 00:00:00","6.1","415","","110","Comedy, Romance, Drama","17286299"
"12182","tt0981227","Nick and Norah's Infinite Playlist","2008-10-03 00:00:00","6.4","729","","89","Comedy, Music, Romance","32973937"
"14976","tt1084950","Rachel Getting Married","2008-10-03 00:00:00","6.2","308","","113","Drama","0"
"13007","tt0815241","Religulous","2008-10-01 00:00:00","7.2","317","","101","Comedy, Documentary","0"
"13809","tt1032755","RockNRolla","2008-09-04 00:00:00","6.9","1474","","114","Action, Crime, Thriller","25739015"
"12113","tt0758774","Body of Lies","2008-10-10 00:00:00","6.6","1574","","128","Action, Drama, Thriller","113280098"
"13600","tt0970411","City of Ember","2008-10-07 00:00:00","6.2","1015","","90","Adventure, Family, Fantasy","17869048"
"14325","tt0469903","The Express","2008-10-10 00:00:00","7.1","117","","130","Drama","9793496"
"10503","tt1045670","Happy-Go-Lucky","2008-04-18 00:00:00","6.5","218","","118","Drama, Comedy","18130888"
"13812","tt1082868","Quarantine","2008-10-10 00:00:00","5.6","618","","89","Horror, Science Fiction, Thriller","40855419"
"26772","tt0950749","Flick","2008-10-03 00:00:00","5.0","3","","92","Horror","0"
"33256","tt0451221","The Elephant King","2006-04-26 00:00:00","7.0","3","","92","Drama, Romance","0"
"18548","tt1042499","Filth and Wisdom","2008-02-13 00:00:00","6.1","25","","81","Comedy","0"
"13051","tt0467197","Max Payne","2008-10-15 00:00:00","5.2","1091","","100","Action, Drama, Crime, Thriller","85416905"
"31237","tt1198405","Morning Light","2008-03-12 00:00:00","0.0","0","","97","Documentary","0"
"12837","tt0416212","The Secret Life of Bees","2008-09-17 00:00:00","7.4","264","","114","Adventure, Drama","38105395"
"13523","tt1135985","Sex Drive","2008-10-16 00:00:00","6.1","605","","109","Comedy, Adventure, Romance","18755936"
"10523","tt1175491","W.","2008-10-17 00:00:00","6.0","254","","131","Drama, History","29506464"
"8944","tt0486674","What Just Happened","2008-10-17 00:00:00","5.4","222","","104","Comedy, Drama","6673422"
"3580","tt0824747","Changeling","2008-01-30 00:00:00","7.5","2206","","141","Crime, Drama, Mystery","113020255"
"11887","tt0962726","High School Musical 3: Senior Year","2008-10-11 00:00:00","6.5","2220","","116","Comedy, Drama, Family, Music, Romance","252909177"
"13944","tt0449487","Passengers","2008-09-26 00:00:00","5.9","363","","93","Drama, Mystery, Thriller, Romance","2000000"
"13150","tt0482572","Pride and Glory","2008-09-09 00:00:00","6.4","440","","130","Thriller, Crime, Drama, Mystery","31148328"
"11917","tt1132626","Saw V","2008-10-23 00:00:00","6.2","1799","","95","Horror, Thriller, Crime","113857533"
"4960","tt0383028","Synecdoche, New York","2008-10-24 00:00:00","7.6","568","","124","Drama","0"
"14745","tt1045655","The Haunting of Molly Hartley","2008-10-31 00:00:00","4.3","80","","82","Drama, Horror","15"
"17334","tt1049405","The Other End of the Line","2008-10-29 00:00:00","6.3","95","","106","Comedy, Romance","0"
"10358","tt1007028","Zack and Miri Make a Porno","2008-09-18 00:00:00","6.1","1252","","102","Comedy","42105111"
"14574","tt0914798","The Boy in the Striped Pyjamas","2008-05-07 00:00:00","7.9","3750","","94","War, Drama","20416563"
"10527","tt0479952","Madagascar: Escape 2 Africa","2008-10-30 00:00:00","6.4","3981","","89","Family, Animation, Comedy","603900354"
"14353","tt0963194","Repo! The Genetic Opera","2008-07-18 00:00:00","6.5","170","","98","Horror, Music, Science Fiction","188126"
"15373","tt0430922","Role Models","2008-11-07 00:00:00","6.4","966","","100","Comedy","92380927"
"14655","tt1111948","Soul Men","2008-11-07 00:00:00","6.1","71","","103","Comedy, Music","0"
"12405","tt1010048","Slumdog Millionaire","2008-05-12 00:00:00","7.7","6206","","120","Drama, Romance","377910544"
"10764","tt0830515","Quantum of Solace","2008-10-30 00:00:00","6.2","4642","","106","Adventure, Action, Thriller, Crime","586090727"
"13053","tt0397892","Bolt","2008-01-29 00:00:00","6.4","3578","","98","Animation, Family, Adventure, Comedy","309979994"
"14579","tt0875705","Lake City","2008-01-01 00:00:00","6.2","5","","92","Action, Drama","0"
"52800","tt1243381","A Very Special Love","2008-08-03 00:00:00","7.3","3","","66","Drama, Comedy, Romance","0"
"8966","tt1099212","Twilight","2008-11-20 00:00:00","6.0","7755","","122","Fantasy, Drama, Romance","393616788"
"6972","tt0455824","Australia","2008-11-18 00:00:00","6.5","1352","","165","Adventure, Drama, Romance","49554002"
"12193","tt0369436","Four Christmases","2008-11-26 00:00:00","5.6","590","","88","Comedy, Romance, Drama","163733697"
"10139","tt1013753","Milk","2008-11-26 00:00:00","7.3","1196","","129","History, Drama","54586584"
"13387","tt1129442","Transporter 3","2008-11-26 00:00:00","6.1","1857","","104","Action, Adventure, Thriller, Crime","108979549"
"14299","tt1042877","Cadillac Records","2008-12-05 00:00:00","7.1","187","","109","Drama, History, Music","8880045"
"15544","tt0806147","Extreme Movie","2008-12-05 00:00:00","4.0","79","","88","Comedy","0"
"11499","tt0870111","Frost/Nixon","2008-10-15 00:00:00","7.4","608","","122","Drama, History","18593156"
"15676","tt0483756","Nobel Son","2007-04-28 00:00:00","6.3","45","","110","Comedy, Crime, Drama, Thriller","333912"
"13056","tt0450314","Punisher: War Zone","2008-12-05 00:00:00","5.7","567","","102","Action, Crime","10089373"
"8055","tt0976051","The Reader","2008-12-10 00:00:00","7.4","1581","","124","Drama, Romance","113019290"
"8942","tt1152850","Wendy and Lucy","2008-05-22 00:00:00","6.6","121","","80","Drama","0"
"13058","tt1126596","Adulthood","2008-06-16 00:00:00","6.0","73","","99","Crime, Drama","0"
"8881","tt0892255","Che: Part One","2008-09-05 00:00:00","6.8","379","","134","Drama, History, War","0"
"19392","tt0772165","Dark Streets","2008-12-12 00:00:00","3.0","3","","83","Drama","0"
"828","tt0043456","The Day the Earth Stood Still","1951-09-17 00:00:00","7.5","517","","92","Drama, Science Fiction, Thriller","0"
"20542","tt0361500","Delgo","2008-12-12 00:00:00","5.4","27","","94","Adventure, Fantasy, Animation, Comedy, Science Fiction, Family","0"
"14359","tt0918927","Doubt","2008-11-27 00:00:00","7.2","912","","104","Drama, Mystery","50907234"
"13223","tt1205489","Gran Torino","2008-12-09 00:00:00","8.0","6101","","116","Drama","269958228"
"25852","tt1151915","Nothing Like the Holidays","2008-12-12 00:00:00","6.5","26","","98","Comedy, Drama, Romance","0"
"14139","tt0480669","Timecrimes","2007-10-05 00:00:00","7.0","558","","92","Science Fiction, Thriller","553198"
"27765","tt0756725","Where God Left His Shoes","2008-12-12 00:00:00","6.7","13","","96","Drama","0"
"15749","tt0887971","While She Was Out","2008-10-27 00:00:00","4.9","64","","108","Action, Adventure, Drama, Horror, Thriller","391410"
"12163","tt1125849","The Wrestler","2008-09-07 00:00:00","7.5","1936","","109","Drama, Romance","44703995"
"14637","tt1073241","Nothing But the Truth","2008-12-19 00:00:00","7.0","232","","108","Drama, Thriller","186702"
"11321","tt0814314","Seven Pounds","2008-12-18 00:00:00","7.6","4025","","123","Drama","168167691"
"10199","tt0420238","The Tale of Despereaux","2008-12-19 00:00:00","5.8","499","","93","Adventure, Animation, Family","86900000"
"10201","tt1068680","Yes Man","2008-12-09 00:00:00","6.5","3674","","104","Comedy","225990978"
"10202","tt0960731","Bedtime Stories","2008-12-24 00:00:00","6.0","1753","","99","Fantasy, Comedy, Family, Romance","212874442"
"4922","tt0421715","The Curious Case of Benjamin Button","2008-12-25 00:00:00","7.5","7047","","166","Fantasy, Drama, Thriller, Mystery, Romance","333932083"
"16409","tt1046947","Last Chance Harvey","2008-12-25 00:00:00","6.2","131","","92","Drama, Comedy, Romance","14879423"
"14306","tt0822832","Marley & Me","2008-12-25 00:00:00","7.2","2855","","115","Comedy, Family","242717113"
"8285","tt0831887","The Spirit","2008-12-25 00:00:00","4.8","566","","103","Action, Comedy, Thriller, Crime, Science Fiction","39031337"
"2253","tt0985699","Valkyrie","2008-12-25 00:00:00","6.8","2023","","121","Drama, Thriller, History, War","200276000"
"8885","tt1185616","Waltz with Bashir","2008-06-25 00:00:00","7.9","517","","90","Drama, Animation, War, Documentary","11125849"
"4148","tt0959337","Revolutionary Road","2008-12-19 00:00:00","6.9","1921","","119","Drama, Romance","75225693"
"13813","tt1034303","Defiance","2008-12-31 00:00:00","6.8","970","","137","Action, Drama, History, War","51155219"
"10521","tt0901476","Bride Wars","2009-01-09 00:00:00","6.1","1809","","89","Comedy, Romance","114663461"
"14834","tt0795438","Not Easily Broken","2009-01-09 00:00:00","6.3","17","","99","Drama, Romance","0"
"13788","tt1139668","The Unborn","2009-01-09 00:00:00","5.0","748","","87","Horror, Thriller, Mystery","76514050"
"20002","tt1091229","Chandni Chowk to China","2009-01-16 00:00:00","4.6","37","","154","Action, Comedy","17000000"
"6461","tt0910559","Cherry Blossoms","2008-03-05 00:00:00","7.7","43","","127","Drama, Romance","0"
"15189","tt0785006","Hotel for Dogs","2009-01-16 00:00:00","5.9","486","","100","Comedy, Family","117000198"
"14435","tt1179891","My Bloody Valentine","2009-01-16 00:00:00","5.4","585","","101","Mystery, Horror","102836002"
"14410","tt0472198","Notorious","2009-01-16 00:00:00","6.8","308","","122","Drama, Music","43051547"
"14560","tt1114740","Paul Blart: Mall Cop","2009-01-15 00:00:00","5.3","1424","","91","Action, Adventure, Comedy, Family","183293131"
"155","tt0468569","The Dark Knight","2008-07-16 00:00:00","8.4","19689","","152","Drama, Action, Crime, Thriller","1004558444"
"13429","tt0988849","Donkey Punch","2008-07-18 00:00:00","4.6","72","","99","Horror, Drama, Thriller, Crime","0"
"24869","tt1071804","Ink","2009-01-23 00:00:00","6.6","166","","106","Action, Fantasy","0"
"2309","tt0494238","Inkheart","2008-12-11 00:00:00","6.2","1265","","106","Adventure, Family, Fantasy","57490374"
"16164","tt0443559","Killshot","2008-11-13 00:00:00","5.8","132","","95","Crime, Drama, Thriller","2960993"
"21484","tt0082933","Possession","1981-05-27 00:00:00","7.4","337","","123","Drama, Horror, Mystery","0"
"10529","tt0462465","Outlander","2008-04-24 00:00:00","6.1","593","","115","Fantasy, Action, Science Fiction","7033683"
"12437","tt0834001","Underworld: Rise of the Lycans","2009-01-22 00:00:00","6.4","2235","","92","Fantasy, Action, Adventure, Science Fiction, Thriller","91353501"
"28205","tt0988108","The Class","2007-03-16 00:00:00","7.3","98","","99","Drama","0"
"16344","tt0886539","Luck by Chance","2009-01-30 00:00:00","6.6","25","","155","Romance, Drama, Comedy","3000000"
"14536","tt1095174","New in Town","2009-01-30 00:00:00","5.6","223","","97","Comedy, Romance","29010817"
"8681","tt0936501","Taken","2008-02-18 00:00:00","7.3","7086","","94","Action, Thriller","226830568"
"14254","tt0815245","The Uninvited","2009-01-30 00:00:00","6.4","791","","87","Drama, Horror, Mystery, Thriller","41624046"
"14836","tt0327597","Coraline","2009-02-05 00:00:00","7.6","3277","","100","Animation, Family","124596398"
"13532","tt0489049","Fanboys","2009-02-06 00:00:00","6.2","465","","90","Adventure, Comedy","948753"
"10184","tt1001508","He's Just Not That Into You","2009-02-06 00:00:00","6.4","2070","","129","Comedy, Romance, Drama","177259441"
"15705","tt0984200","Incendiary","2008-01-20 00:00:00","5.5","98","","113","Drama, Thriller, Romance","0"
"15159","tt0838232","The Pink Panther 2","2009-02-06 00:00:00","5.7","604","","92","Comedy, Mystery","75871032"
"13455","tt0465580","Push","2009-02-04 00:00:00","6.0","1259","","111","Science Fiction, Action","45465299"
"447138","","Bob The Builder: Adventures in Bobland Bay","2009-01-01 00:00:00","0.0","0","","61","Animation, Family","0"
"20048","tt1093908","Confessions of a Shopaholic","2009-02-05 00:00:00","6.3","1723","","104","Comedy, Romance","108332743"
"4488","tt0080761","Friday the 13th","1980-05-09 00:00:00","6.3","1333","","95","Horror","59754601"
"8882","tt0929425","Gomorrah","2008-05-16 00:00:00","6.9","576","","135","Drama, Crime","0"
"4959","tt0963178","The International","2009-02-03 00:00:00","6.1","618","","118","Thriller, Crime","60161391"
"18032","tt0396707","The Secret of Moonacre","2008-09-06 00:00:00","6.2","236","","103","Adventure, Fantasy, Drama, Science Fiction, Romance, Family","7070330"
"10362","tt1103275","Two Lovers","2008-11-19 00:00:00","6.7","301","","110","Drama, Romance","3148182"
"36123","tt1020876","Under the Sea 3D","2009-02-13 00:00:00","7.2","31","","41","Documentary","0"
"16345","tt1230448","Billu","2009-02-13 00:00:00","6.3","49","","137","Comedy, Drama","10000000"
"20027","tt1043451","Delhi-6","2009-02-20 00:00:00","5.7","28","","138","Action, Drama","8250000"
"17927","tt1083456","Fired Up!","2009-02-20 00:00:00","6.0","322","","90","Comedy","18599102"
"15670","tt1142800","Madea Goes to Jail","2009-02-16 00:00:00","6.5","82","","103","Comedy, Crime, Drama","90508336"
"20263","tt0899138","An American Affair","2008-11-27 00:00:00","6.4","15","","93","Drama","0"
"15577","tt0924129","Crossing Over","2009-02-10 00:00:00","6.3","178","","113","Crime, Drama","1037335"
"16325","tt1124039","Echelon Conspiracy","2009-02-27 00:00:00","5.5","168","","105","Action, Thriller","2186782"
"15472","tt1132620","The Girl with the Dragon Tattoo","2009-02-27 00:00:00","7.5","1664","","152","Drama, Thriller, Crime, Mystery","109421911"
"45708","tt1124388","Play the Game","2009-08-29 00:00:00","5.7","16","","105","Comedy, Romance","0"
"15268","tt0891592","Street Fighter: The Legend of Chun-Li","2009-02-27 00:00:00","4.1","214","","97","Action, Adventure, Science Fiction, Thriller","12764201"
"17134","tt1160368","12 Rounds","2009-03-19 00:00:00","5.7","385","","108","Action, Thriller, Crime","17280326"
"18476","tt0892767","Horsemen","2009-02-06 00:00:00","5.7","216","","90","Crime, Drama, Horror, Mystery, Thriller","1017401"
"19079","tt1034325","Phoebe in Wonderland","2008-02-07 00:00:00","7.3","79","","100","Drama","73"
"630170","tt1490005","Human Comedy in Tokyo","2008-10-11 00:00:00","0.0","0","","140","Drama","0"
"13183","tt0409459","Watchmen","2009-03-05 00:00:00","7.3","5200","","163","Action, Mystery, Science Fiction","185258983"
"16418","tt1398940","Barbie Presents: Thumbelina","2009-02-24 00:00:00","5.9","236","","75","Animation, Family","0"
"28858","tt1239427","Brothers at War","2009-03-13 00:00:00","6.0","2","","110","Documentary, History","0"
"16071","tt0418586","The Cake Eaters","2007-04-29 00:00:00","5.5","65","","86","Drama, Romance","0"
"18405","tt0844708","The Last House on the Left","2009-03-13 00:00:00","6.3","843","","110","Crime, Thriller, Horror, Drama","32721635"
"19556","tt1151922","Miss March","2009-03-13 00:00:00","5.3","161","","89","Comedy, Romance","0"
"19206","tt0435716","The Perfect Sleep","2009-03-13 00:00:00","3.5","10","","99","Action, Adventure, Drama, Thriller","0"
"13836","tt1075417","Race to Witch Mountain","2009-03-12 00:00:00","5.6","921","","98","Adventure, Family, Fantasy, Science Fiction, Thriller, Action","106303988"
"54901","tt1062965","Severed Ways: The Norse Discovery of America","2009-03-13 00:00:00","3.1","4","","107","Drama, Adventure","0"
"13090","tt0862846","Sunshine Cleaning","2008-01-18 00:00:00","6.6","421","","102","Comedy, Drama","16174377"
"16558","tt1135487","Duplicity","2009-03-19 00:00:00","5.9","371","","125","Romance, Comedy, Crime","60000000"
"16538","tt1155056","I Love You, Man","2009-03-20 00:00:00","6.5","942","","105","Comedy","91636986"
"13811","tt0448011","Knowing","2009-03-19 00:00:00","6.0","2873","","121","Action, Adventure, Drama, Mystery, Science Fiction, Thriller","155446362"
"56948","tt1003023","Máncora","2008-09-02 00:00:00","6.1","8","","100","Drama, Romance","0"
"21191","tt1127715","Sin Nombre","2009-03-20 00:00:00","7.4","231","","96","Drama, Action, Thriller, Crime","5101756"
"20177","tt1161064","Super Capers","2009-03-20 00:00:00","2.4","5","","98","Adventure, Action, Comedy, Science Fiction, Fantasy","0"
"17134","tt1160368","12 Rounds","2009-03-19 00:00:00","5.7","385","","108","Action, Thriller, Crime","17280326"
"212988","tt1385869","The Cross: The Arthur Blessitt Story","2009-03-27 00:00:00","0.0","0","","90","Documentary","0"
"18781","tt0492044","The Haunting in Connecticut","2009-03-27 00:00:00","6.1","585","","102","Thriller, Horror","77527732"
"15512","tt0892782","Monsters vs Aliens","2009-03-19 00:00:00","6.1","2730","","94","Animation, Family, Adventure, Science Fiction","381509870"
"16614","tt1091722","Adventureland","2009-04-03 00:00:00","6.4","1329","","107","Comedy","17164377"
"16634","tt1122836","Alien Trespass","2009-04-03 00:00:00","5.5","38","","90","Action, Adventure, Comedy, Science Fiction","0"
"177096","tt1314645","C Me Dance","2009-04-09 00:00:00","1.0","2","","89","","0"
"14851","tt0961728","The Escapist","2008-06-20 00:00:00","6.3","129","","102","Action, Thriller","0"
"13804","tt1013752","Fast & Furious","2009-04-02 00:00:00","6.6","4079","","107","Action, Crime, Drama, Thriller","363164265"
"573334","tt1584914","A Night at the Movies: The Gigantic World of Epics","2009-12-20 00:00:00","0.0","0","","58","Documentary","0"
"15457","tt0948535","Paris 36","2008-09-24 00:00:00","6.2","69","","120","Drama","850575"
"54254","tt0997246","The Song of Sparrows","2008-10-01 00:00:00","7.2","29","","96","Drama","115605"
"29850","tt0070746","Sugar Cookies","1973-01-31 00:00:00","5.5","5","","89","Drama","0"
"32709","","Super Why Jack And The Beanstalk","2009-07-28 00:00:00","0.0","0","","","Animation","0"
