"11169","tt0360009","Spartan","2004-03-12 00:00:00","6.2","175","","102","Mystery, Action, Drama, Thriller, Crime","8112712"
"924","tt0363547","Dawn of the Dead","2004-03-19 00:00:00","6.9","1945","","101","Fantasy, Horror, Action, Drama","102356381"
"38","tt0338013","Eternal Sunshine of the Spotless Mind","2004-03-19 00:00:00","8.1","7894","","108","Science Fiction, Drama, Romance","72258126"
"11081","tt0364045","Taking Lives","2004-03-19 00:00:00","6.2","697","","103","Action, Crime, Mystery, Thriller, Drama","65470529"
"20304","tt0354766","Never Die Alone","2004-03-26 00:00:00","5.7","61","","88","Action, Crime, Drama, Thriller","5923000"
"11024","tt0331632","Scooby-Doo 2: Monsters Unleashed","2004-03-24 00:00:00","5.7","1368","","93","Mystery, Fantasy, Adventure, Comedy","181466833"
"1487","tt0167190","Hellboy","2004-04-02 00:00:00","6.6","4266","","122","Fantasy, Action","99318987"
"10733","tt0318974","The Alamo","2004-04-07 00:00:00","5.8","166","","137","Western, History, War","25819961"
"14442","tt0327679","Ella Enchanted","2004-04-09 00:00:00","6.2","1030","","96","Family, Fantasy, Comedy","27388767"
"10591","tt0265208","The Girl Next Door","2004-04-09 00:00:00","6.3","1603","","110","Comedy, Romance","31635150"
"747","tt0365748","Shaun of the Dead","2004-04-09 00:00:00","7.5","4732","","99","Horror, Comedy","30332385"
"15673","tt0345074","Connie and Carla","2004-04-16 00:00:00","6.3","43","","98","Music, Comedy, Crime","11341016"
"9509","tt0328107","Man on Fire","2004-04-23 00:00:00","7.4","2639","","146","Action, Drama, Thriller","130293714"
"24747","tt0375104","Bobby Jones: Stroke of Genius","2004-04-30 00:00:00","5.8","23","","120","Drama","0"
"10710","tt0326856","Envy","2004-04-30 00:00:00","4.8","273","","99","Comedy","0"
"11058","tt0335121","Godsend","2004-04-30 00:00:00","4.9","225","","102","Drama, Horror, Science Fiction, Thriller","30114487"
"11141","tt0323033","Laws of Attraction","2004-04-04 00:00:00","5.6","210","","90","Action, Comedy, Romance, Thriller","30016165"
"10625","tt0377092","Mean Girls","2004-04-30 00:00:00","7.1","5065","","97","Comedy","129042871"
"9372","tt0390521","Super Size Me","2004-01-17 00:00:00","6.7","897","","100","Documentary, Comedy, Drama","28575078"
"7131","tt0338526","Van Helsing","2004-05-05 00:00:00","6.1","3227","","132","Horror, Adventure, Action","300257475"
"16428","tt0349169","Breakin' All the Rules","2004-05-14 00:00:00","5.7","32","","85","Comedy, Romance","0"
"8440","tt0293007","Carandiru","2003-03-21 00:00:00","7.4","225","","148","Drama","0"
"883","tt0379217","Coffee and Cigarettes","2003-09-05 00:00:00","7.1","435","","96","Comedy, Drama","7897645"
"652","tt0332452","Troy","2004-05-03 00:00:00","7.0","5702","","163","Adventure, History","497409852"
"809","tt0298148","Shrek 2","2004-05-19 00:00:00","7.0","6595","","93","Adventure, Animation, Comedy, Family, Fantasy","919838758"
"435","tt0319262","The Day After Tomorrow","2004-05-26 00:00:00","6.4","4579","","124","Action, Adventure, Science Fiction, Thriller","544272402"
"8424","tt0364517","Love Me If You Dare","2003-09-17 00:00:00","7.4","1126","","93","Drama, Comedy, Romance","0"
"4599","tt0350028","Raising Helen","2004-05-27 00:00:00","6.0","404","","119","Drama, Comedy, Romance","49718611"
"12657","tt0367085","Soul Plane","2004-05-28 00:00:00","4.8","187","","86","Romance, Comedy","14822346"
"673","tt0304141","Harry Potter and the Prisoner of Azkaban","2004-05-31 00:00:00","7.9","12201","","141","Adventure, Fantasy, Family","789804554"
"9472","tt0364725","DodgeBall: A True Underdog Story","2004-06-18 00:00:00","6.2","1963","","92","Comedy","167722310"
"594","tt0362227","The Terminal","2004-06-17 00:00:00","7.3","4033","","128","Comedy, Drama","219417255"
"12153","tt0381707","White Chicks","2004-06-23 00:00:00","6.7","1673","","109","Comedy","113086475"
"1777","tt0361596","Fahrenheit 9/11","2004-06-25 00:00:00","7.1","738","","123","Documentary","119114517"
"11036","tt0332280","The Notebook","2004-06-25 00:00:00","7.9","6507","","123","Romance, Drama","115603229"
"8699","tt0357413","Anchorman: The Legend of Ron Burgundy","2004-07-09 00:00:00","6.8","2472","","95","Comedy","90574188"
"9893","tt0368975","Sleepover","2004-07-09 00:00:00","5.5","220","","89","Comedy, Family","0"
"9550","tt0385004","House of Flying Daggers","2004-05-19 00:00:00","7.3","783","","119","Adventure, Drama, Action, Romance","92863945"
"11247","tt0356470","A Cinderella Story","2004-07-10 00:00:00","6.3","1833","","95","Comedy","70067909"
"2048","tt0343818","I, Robot","2004-07-15 00:00:00","6.8","7217","","115","Action, Science Fiction","347234916"
"196852","tt0368580","Asambhav","2004-07-22 00:00:00","5.0","4","","139","Adventure, Action, Drama","0"
"18923","tt0359423","A Home at the End of the World","2004-07-23 00:00:00","6.8","79","","96","Romance, Drama","1548955"
"14623","tt0167456","Thunderbirds","2004-07-23 00:00:00","4.6","155","","95","Action, Adventure, Comedy, Family, Fantasy, Science Fiction","28283637"
"401","tt0333766","Garden State","2004-07-28 00:00:00","7.2","1026","","102","Comedy, Drama, Romance","26781723"
"11282","tt0366551","Harold & Kumar Go to White Castle","2004-05-30 00:00:00","6.5","1157","","88","Comedy, Adventure","23936908"
"20912","tt0384533","She Hate Me","2004-07-30 00:00:00","5.2","48","","139","Comedy, Drama","365134"
"982","tt0056218","The Manchurian Candidate","1962-10-24 00:00:00","7.8","303","","126","Thriller, Drama","7700000"
"6947","tt0368447","The Village","2004-07-30 00:00:00","6.4","2175","","108","Drama, Mystery, Thriller","256697520"
"1538","tt0369339","Collateral","2004-08-04 00:00:00","7.1","2691","","120","Drama, Crime, Thriller","217764291"
"83","tt0374102","Open Water","2003-12-29 00:00:00","5.4","601","","79","Drama, Thriller, Horror","54667954"
"11130","tt0368933","The Princess Diaries 2: Royal Engagement","2004-08-06 00:00:00","6.5","1836","","113","Comedy, Drama, Family, Romance","95149435"
"395","tt0370263","AVP: Alien vs. Predator","2004-08-12 00:00:00","5.7","2289","","101","Adventure, Science Fiction, Action, Horror","171183863"
"11052","tt0403703","Yu-Gi-Oh! The Movie","2004-08-13 00:00:00","5.7","142","","90","Adventure, Fantasy, Animation, Action, Comedy, Thriller, Science Fiction, Family","29170410"
"11026","tt0204313","Exorcist: The Beginning","2004-08-20 00:00:00","5.0","353","","114","Horror, Mystery, Thriller","78000586"
"10762","tt0364751","Without a Paddle","2004-08-20 00:00:00","5.4","335","","95","Action, Adventure, Comedy, Thriller","69631118"
"11237","tt0366174","Anacondas: The Hunt for the Blood Orchid","2004-08-26 00:00:00","5.1","419","","97","Adventure, Action, Horror, Thriller","71"
"4836","tt0375912","Layer Cake","2004-09-30 00:00:00","7.0","954","","105","Drama, Thriller, Crime","11850214"
"4974","tt0354356","Five Times Two","2004-09-01 00:00:00","6.3","53","","90","Drama, Romance","0"
"11632","tt0241025","Vanity Fair","2004-09-01 00:00:00","5.8","163","","141","Drama, Romance","16123851"
"18475","tt0380277","The Cookout","2004-09-03 00:00:00","5.3","16","","97","Comedy, Drama","12"
"15644","tt0338325","Paparazzi","2004-09-03 00:00:00","5.6","95","","84","Action, Drama, Thriller","16605763"
"11208","tt0324554","Wicker Park","2004-09-03 00:00:00","6.7","282","","114","Drama, Mystery, Romance, Thriller","13001257"
"9759","tt0337921","Cellular","2004-09-06 00:00:00","6.3","1022","","94","Action, Thriller","56422687"
"14198","tt0362526","Criminal","2004-10-07 00:00:00","6.3","50","","87","Action, Comedy, Thriller","0"
"1577","tt0318627","Resident Evil: Apocalypse","2004-09-10 00:00:00","6.2","2302","","94","Horror, Action, Science Fiction","129394835"
"63459","tt0331509","Funky Monkey","2004-08-04 00:00:00","5.0","8","","94","Family, Comedy","30000000"
"12140","tt0347246","Ghost in the Shell 2: Innocence","2004-03-06 00:00:00","7.4","396","","100","Animation, Drama, Science Fiction","9789651"
"16232","tt0339412","Mr. 3000","2004-06-15 00:00:00","5.1","104","","104","Comedy, Drama","21800302"
"5137","tt0346156","Sky Captain and the World of Tomorrow","2004-09-17 00:00:00","5.8","701","","107","Mystery, Action, Thriller, Science Fiction, Adventure","57958696"
"11823","tt0360201","Wimbledon","2004-09-13 00:00:00","6.1","553","","98","Comedy, Romance","41512007"
"13969","tt0361620","First Daughter","2004-09-24 00:00:00","5.8","410","","105","Comedy, Drama, Family, Romance","0"
"10145","tt0356618","The Forgotten","2004-09-24 00:00:00","5.7","602","","91","Drama, Horror, Mystery, Science Fiction, Thriller","117575636"
"26486","tt0357054","The Last Shot","2004-09-24 00:00:00","6.0","33","","90","Action, Comedy","0"
"1599","tt0356721","I Heart Huckabees","2004-09-10 00:00:00","6.3","362","","106","Comedy, Romance","0"
"10555","tt0307453","Shark Tale","2004-09-20 00:00:00","6.0","3810","","90","Animation, Action, Comedy, Family","367275019"
"57825","tt0361411","Bride & Prejudice","2004-02-11 00:00:00","6.5","212","","111","Drama, Comedy, Music, Romance","0"
"11045","tt0316732","Taxi","2004-10-06 00:00:00","5.0","475","","97","Thriller, Action, Comedy, Crime","36609966"
"15503","tt0384810","Around the Bend","2004-10-08 00:00:00","6.2","21","","85","Drama","0"
"13416","tt0390022","Friday Night Lights","2004-10-08 00:00:00","6.9","272","","118","Drama","61255921"
"14024","tt0361696","Raise Your Voice","2004-08-10 00:00:00","6.2","485","","103","Music, Drama, Romance","14867514"
"4380","tt0358135","Shall We Dance?","2004-10-15 00:00:00","6.1","630","","107","Drama, Romance, Comedy","170128460"
"15566","tt0252028","Surviving Christmas","2004-09-21 00:00:00","5.5","247","","91","Comedy, Romance","14793624"
"1677","tt0350258","Ray","2004-10-29 00:00:00","7.4","883","","152","Drama, Music","124731534"
"176","tt0387564","Saw","2004-10-01 00:00:00","7.4","5044","","103","Horror, Mystery, Crime","103911669"
"8849","tt0375173","Alfie","2004-10-22 00:00:00","5.7","467","","103","Comedy","13395939"
"9806","tt0317705","The Incredibles","2004-11-05 00:00:00","7.7","11131","","115","Action, Adventure, Animation, Family","631442092"
"5255","tt0338348","The Polar Express","2004-11-10 00:00:00","6.6","3376","","100","Adventure, Animation, Family, Fantasy","310634054"
"10589","tt0367479","After the Sunset","2004-11-12 00:00:00","6.2","360","","97","Action, Comedy, Crime, Drama","61347797"
"11249","tt0387575","Seed of Chucky","2004-11-11 00:00:00","5.1","650","","87","Horror","24829644"
"9801","tt0317198","Bridget Jones: The Edge of Reason","2004-11-10 00:00:00","6.3","1639","","108","Comedy, Romance","262500000"
"2059","tt0368891","National Treasure","2004-11-19 00:00:00","6.5","3730","","131","Adventure, Action, Thriller, Mystery","347451894"
"11836","tt0345950","The SpongeBob SquarePants Movie","2004-11-14 00:00:00","6.7","1324","","87","Animation, Comedy, Family","140161792"
"1966","tt0346491","Alexander","2004-11-21 00:00:00","5.8","1863","","175","War, History, Action, Adventure, Drama, Romance","167298192"
"13673","tt0388419","Christmas with the Kranks","2004-11-24 00:00:00","5.7","451","","99","Comedy, Family","0"
"2288","tt0376541","Closer","2004-12-01 00:00:00","6.8","1751","","104","Drama, Romance","115505027"
"9470","tt0373074","Kung Fu Hustle","2004-02-10 00:00:00","7.3","1327","","99","Action, Comedy, Crime, Fantasy","101434304"
"70","tt0405159","Million Dollar Baby","2004-12-15 00:00:00","7.9","5101","","132","Drama","216763646"
"11866","tt0377062","Flight of the Phoenix","2004-12-17 00:00:00","5.9","460","","113","Action, Adventure, Drama, Thriller","21009180"
"11774","tt0339291","Lemony Snicket's A Series of Unfortunate Events","2004-12-16 00:00:00","6.8","3152","","108","Adventure, Comedy, Family","209073645"
"2539","tt0371246","Spanglish","2004-12-17 00:00:00","5.9","698","","130","Comedy","55041367"
"15045","tt0396592","Fat Albert","2004-12-12 00:00:00","4.5","122","","93","Comedy, Family, Fantasy","48563556"
"421","tt0362270","The Life Aquatic with Steve Zissou","2004-12-10 00:00:00","7.2","1410","","119","Adventure, Comedy, Drama","34808403"
"1901","tt0385267","In Good Company","2004-12-29 00:00:00","5.9","357","","109","Comedy, Drama, Romance","0"
"11804","tt0375210","White Noise","2005-01-07 00:00:00","5.6","434","","101","Drama, Horror, Thriller","91196419"
"7214","tt0393162","Coach Carter","2005-01-14 00:00:00","7.4","1097","","136","Drama","76669806"
"9947","tt0357277","Elektra","2005-01-13 00:00:00","4.8","1241","","97","Action, Fantasy, Science Fiction","56681566"
"6439","tt0376105","Racing Stripes","2005-01-06 00:00:00","5.2","287","","102","Comedy","93772522"
"8978","tt0398712","Assault on Precinct 13","2005-01-19 00:00:00","6.1","534","","109","Thriller","35294470"
"11637","tt0368578","Are We There Yet?","2005-01-20 00:00:00","5.3","457","","95","Adventure, Comedy, Family, Romance","97918663"
"12142","tt0369226","Alone in the Dark","2005-01-28 00:00:00","3.2","298","","96","Action, Fantasy, Horror, Thriller","10442808"
"11096","tt0382077","Hide and Seek","2005-01-27 00:00:00","6.3","838","","101","Horror, Mystery, Thriller","122650962"
"8968","tt0357507","Boogeyman","2005-02-04 00:00:00","4.8","363","","89","Thriller, Horror, Drama, Mystery","67192859"
"6961","tt0372532","The Wedding Date","2005-02-04 00:00:00","6.5","583","","88","Comedy, Romance","47175038"
"8488","tt0386588","Hitch","2005-02-11 00:00:00","6.4","3274","","118","Comedy, Drama, Romance","368100420"
"13682","tt0407121","Pooh's Heffalump Movie","2005-02-11 00:00:00","6.6","220","","68","Animation, Family, Comedy, Fantasy","52900000"
"10012","tt0257516","Cursed","2005-02-25 00:00:00","5.3","305","","97","Horror, Comedy","19294901"
"16186","tt0422093","Diary of a Mad Black Woman","2005-02-25 00:00:00","6.5","98","","116","Comedy, Drama, Romance","0"
"13498","tt0331933","Man of the House","2005-02-25 00:00:00","5.4","223","","100","Comedy, Action","0"
"4551","tt0377471","Be Cool","2005-03-04 00:00:00","5.5","485","","118","Comedy, Crime","95226116"
"9667","tt0366627","The Jacket","2005-03-04 00:00:00","6.9","782","","103","Thriller, Mystery, Drama","21126225"
"10022","tt0395699","The Pacifier","2005-03-04 00:00:00","6.0","1732","","95","Action, Comedy, Drama, Family, Thriller","198636868"
"2026","tt0340163","Hostage","2005-03-10 00:00:00","6.3","901","","113","Mystery, Drama, Thriller, Crime","77944725"
"10320","tt0377109","The Ring Two","2005-03-17 00:00:00","5.6","1302","","110","Drama, Horror, Thriller","161451538"
"10040","tt0385307","Miss Congeniality 2: Armed and Fabulous","2005-03-11 00:00:00","5.7","1023","","115","Action, Comedy, Romance, Mystery","0"
"11638","tt0372237","Guess Who","2005-03-25 00:00:00","5.8","481","","105","Comedy, Romance","68915888"
"14175","tt0361089","Valiant","2005-03-25 00:00:00","5.4","475","","76","Animation, Family, Adventure, Comedy, War","61746888"
"13409","tt0403537","State Property 2","2005-04-13 00:00:00","6.7","8","","94","Action, Adventure, Crime, Drama","1691706"
"10065","tt0384806","The Amityville Horror","2005-04-14 00:00:00","6.1","1230","","90","Horror","108047131"
"179","tt0373926","The Interpreter","2005-04-08 00:00:00","6.3","739","","128","Crime, Thriller","162944923"
"27360","tt0388183","King's Ransom","2005-04-22 00:00:00","4.6","21","","95","Comedy, Crime","0"
"8976","tt0391304","A Lot Like Love","2005-04-22 00:00:00","6.6","725","","107","Comedy, Drama","42886719"
"67445","tt0347369","Jiminy Glick in Lalawood","2004-09-18 00:00:00","3.9","8","","90","Comedy","0"
"1495","tt0320661","Kingdom of Heaven","2005-05-03 00:00:00","6.7","2195","","144","Drama, Action, Adventure, History, War","211643158"
"9981","tt0384642","Kicking & Screaming","2005-05-13 00:00:00","5.7","300","","95","Comedy, Family","56070433"
"14358","tt0438205","Mad Hot Ballroom","2005-05-13 00:00:00","7.3","12","","105","Documentary, Family","0"
"16617","tt0297284","Mindhunters","2004-05-07 00:00:00","6.5","605","","106","Mystery, Thriller, Crime","21148829"
"4379","tt0369735","Monster-in-Law","2005-05-13 00:00:00","6.0","887","","101","Romance, Comedy","154749918"
"10027","tt0342258","Unleashed","2005-02-02 00:00:00","6.7","949","","103","Action, Crime","50871113"
"1895","tt0121766","Star Wars: Episode III - Revenge of the Sith","2005-05-17 00:00:00","7.3","7798","","140","Science Fiction, Adventure, Action","850000000"
"9291","tt0398165","The Longest Yard","2005-05-27 00:00:00","6.4","1655","","113","Comedy, Drama","190320568"
"953","tt0351283","Madagascar","2005-05-25 00:00:00","6.8","6547","","86","Family, Animation","532680671"
"9779","tt0403508","The Sisterhood of the Traveling Pants","2005-06-01 00:00:00","6.5","816","","119","Drama, Comedy","39053061"
"156591","tt0465379","Love Me","2005-02-01 00:00:00","4.2","3","","84","Drama","0"
"921","tt0352248","Cinderella Man","2005-06-02 00:00:00","7.5","1175","","144","Romance, Drama, History","108539911"
"19723","tt0435687","The League of Gentlemen's Apocalypse","2005-06-03 00:00:00","6.7","25","","87","Horror, Comedy","0"
"9787","tt0355702","Lords of Dogtown","2005-06-03 00:00:00","7.1","374","","107","Drama, Action","13411957"
"14199","tt0424774","The Adventures of Sharkboy and Lavagirl","2005-06-10 00:00:00","4.8","697","","92","Adventure, Family, Science Fiction","69425966"
"21295","tt0373908","The Honeymooners","2005-06-10 00:00:00","4.1","30","","90","Comedy","0"
"787","tt0356910","Mr. & Mrs. Smith","2005-06-07 00:00:00","6.6","5971","","120","Action, Comedy, Drama, Thriller","478207520"
"272","tt0372784","Batman Begins","2005-06-10 00:00:00","7.6","12719","","140","Action, Crime, Drama","374218673"
"15648","tt0380623","The Perfect Man","2005-06-17 00:00:00","5.8","458","","100","Comedy, Drama, Family, Romance","0"
"11451","tt0400497","Herbie Fully Loaded","2005-06-22 00:00:00","5.3","1258","","101","Comedy, Family, Adventure, Fantasy, Romance","66002004"
"9722","tt0374536","Bewitched","2005-06-21 00:00:00","4.9","924","","102","Comedy, Fantasy, Romance","131426169"
"11683","tt0418819","Land of the Dead","2005-06-24 00:00:00","6.1","706","","93","Horror, Science Fiction","46770602"
"74","tt0407304","War of the Worlds","2005-06-28 00:00:00","6.4","4655","","116","Adventure, Thriller, Science Fiction","591739379"
"7233","tt0376108","Rebound","2005-07-01 00:00:00","5.2","170","","103","Comedy, Family","16809014"
"136688","tt0453978","Yakeen","2005-07-01 00:00:00","5.0","8","","116","Action, Thriller","0"
"9009","tt0382628","Dark Water","2005-07-08 00:00:00","5.4","503","","105","Drama, Horror, Thriller","25473093"
"9738","tt0120667","Fantastic Four","2005-06-29 00:00:00","5.7","5849","","106","Action, Adventure, Fantasy, Science Fiction","330579719"
"11648","tt0417001","Must Love Dogs","2005-01-01 00:00:00","5.9","261","","98","Romance, Comedy","58405313"
"11459","tt0405325","Sky High","2005-07-29 00:00:00","6.0","1244","","100","Adventure, Comedy, Family","86369815"
"10048","tt0382992","Stealth","2005-07-27 00:00:00","5.1","528","","121","Action","76932943"
"6519","tt0377818","The Dukes of Hazzard","2005-08-05 00:00:00","5.2","579","","104","Action, Adventure, Comedy","110803676"
"11453","tt0367652","Deuce Bigalow: European Gigolo","2005-08-12 00:00:00","4.7","436","","83","Comedy, Drama","22400154"
"8292","tt0430105","Four Brothers","2005-08-11 00:00:00","6.7","1066","","109","Action, Crime","92374674"
"6957","tt0405422","The 40 Year Old Virgin","2005-08-11 00:00:00","6.3","3886","","116","Comedy, Romance","109449237"
"11460","tt0421239","Red Eye","2005-08-04 00:00:00","6.3","936","","85","Horror, Thriller","57891803"
"4442","tt0355295","The Brothers Grimm","2005-08-26 00:00:00","5.7","1599","","118","Adventure, Fantasy, Action, Comedy, Thriller","105316267"
"9042","tt0402901","The Cave","2005-08-26 00:00:00","5.2","415","","97","Action, Adventure, Horror, Thriller","15007991"
"1546","tt0318761","Thumbsucker","2005-01-23 00:00:00","6.4","117","","96","Comedy, Drama","1919197"
"8643","tt0404032","The Exorcism of Emily Rose","2005-09-09 00:00:00","6.4","1459","","122","Crime, Drama, Horror, Thriller","144216468"
"9074","tt0399327","The Man","2005-09-08 00:00:00","5.4","256","","83","Action, Comedy, Crime","12382362"
"1947","tt0350261","An Unfinished Life","2005-09-09 00:00:00","6.7","271","","108","Drama","18618284"
"10092","tt0384286","Cry Wolf","2005-09-16 00:00:00","5.6","257","","90","Horror, Thriller","10047674"
"9007","tt0425123","Just Like Heaven","2005-09-16 00:00:00","6.8","1288","","95","Comedy, Fantasy, Romance","102854431"
"1830","tt0399295","Lord of War","2005-09-16 00:00:00","7.2","2395","","122","Crime, Drama, Thriller","72617068"
"18189","tt0327643","Dirty Love","2005-09-23 00:00:00","4.7","50","","91","Comedy","0"
"9315","tt0408790","Flightplan","2005-09-22 00:00:00","6.3","1368","","98","Thriller, Drama, Mystery","223387299"
"14544","tt0403455","Roll Bounce","2005-09-23 00:00:00","6.2","46","","112","Comedy, Drama, Family","0"
"398","tt0379725","Capote","2005-09-30 00:00:00","7.0","716","","114","Crime, Drama","49084830"
"15487","tt0388980","The Greatest Game Ever Played","2005-09-30 00:00:00","7.0","208","","120","Drama","15431177"
"59","tt0399146","A History of Violence","2005-09-23 00:00:00","7.1","1583","","96","Drama, Thriller, Crime","60740827"
"11968","tt0378109","Into the Blue","2005-09-30 00:00:00","5.8","843","","110","Action, Thriller, Adventure, Crime","44434439"
"16553","tt0412922","Little Manhattan","2005-09-30 00:00:00","6.9","390","","84","Comedy, Romance","1117920"
"16320","tt0379786","Serenity","2005-09-03 00:00:00","7.4","2048","","119","Science Fiction, Action, Adventure, Thriller","38869464"
"533","tt0312004","Wallace & Gromit: The Curse of the Were-Rabbit","2005-09-04 00:00:00","6.9","1347","","85","Adventure, Animation, Comedy, Family","192610372"
"25517","tt0451069","The Gospel","2005-10-07 00:00:00","5.4","8","","105","Drama, Music","0"
"11931","tt0388125","In Her Shoes","2005-10-07 00:00:00","6.0","750","","130","Comedy, Drama, Romance","83073883"
"27176","tt0406158","The Prize Winner of Defiance, Ohio","2005-09-28 00:00:00","6.6","33","","99","Drama","0"
"8814","tt0419706","Doom","2005-10-20 00:00:00","5.0","1116","","105","Action, Horror, Science Fiction","55987321"
"12920","tt0418647","Dreamer: Inspired By a True Story","2005-09-10 00:00:00","6.5","159","","106","Drama, Family","0"
"21246","tt0408961","Kids in America","2005-10-21 00:00:00","5.8","23","","91","Comedy, Drama","0"
"5236","tt0373469","Kiss Kiss Bang Bang","2005-09-05 00:00:00","7.2","1484","","103","Comedy, Crime, Action","15785148"
"9701","tt0395972","North Country","2005-02-12 00:00:00","7.0","266","","126","Drama","25224242"
"8066","tt0371257","Stay","2005-09-24 00:00:00","6.6","642","","99","Mystery, Thriller, Drama","8342132"
"1656","tt0386140","The Legend of Zorro","2005-10-24 00:00:00","6.0","1675","","129","Action, Adventure","142400065"
"2313","tt0387514","Prime","2005-09-21 00:00:00","5.9","483","","102","Comedy, Drama, Romance","0"
"215","tt0432348","Saw II","2005-10-28 00:00:00","6.5","2827","","89","Horror","152925093"
"6963","tt0384680","The Weather Man","2005-10-20 00:00:00","6.1","494","","101","Comedy, Drama","12482775"
"9982","tt0371606","Chicken Little","2005-11-04 00:00:00","5.8","2144","","81","Animation, Family, Comedy","314432665"
"3291","tt0433383","Good Night, and Good Luck.","2005-09-16 00:00:00","7.1","473","","93","Drama, History","54600000"
"25","tt0418763","Jarhead","2005-11-04 00:00:00","6.5","1333","","123","Drama, War","96889998"
"2610","tt0338427","Shopgirl","2005-10-21 00:00:00","5.8","137","","104","Comedy, Drama, Romance","11588205"
"10060","tt0430308","Get Rich or Die Tryin'","2005-11-09 00:00:00","6.4","386","","117","Drama","46442528"
"674","tt0330373","Harry Potter and the Goblet of Fire","2005-11-16 00:00:00","7.8","11692","","157","Adventure, Fantasy, Family","895921036"
"69","tt0358273","Walk the Line","2005-09-13 00:00:00","7.5","1393","","136","Drama, Music, Romance","186438883"
"24618","tt0387059","Bee Season","2005-09-03 00:00:00","5.3","46","","104","Drama, Family","6856989"
"9005","tt0400525","The Ice Harvest","2005-11-23 00:00:00","6.1","136","","88","Action, Adventure, Comedy, Crime, Drama, Thriller","0"
"17952","tt0426615","In The Mix","2005-11-23 00:00:00","4.5","37","","95","Action, Comedy, Drama, Romance","0"
"10033","tt0433400","Just Friends","2005-11-23 00:00:00","5.9","816","","96","Comedy, Romance","50817508"
"4348","tt0414387","Pride & Prejudice","2005-09-16 00:00:00","7.9","3543","","135","Drama, Romance","121147947"
"8202","tt0402022","Æon Flux","2005-11-30 00:00:00","5.5","1176","","93","Action, Science Fiction","52304001"
"142","tt0388795","Brokeback Mountain","2005-09-10 00:00:00","7.8","3554","","134","Drama, Romance","178043761"
"411","tt0363771","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","2005-12-07 00:00:00","7.0","6077","","143","Adventure, Family, Fantasy","745013115"
"231","tt0365737","Syriana","2005-11-23 00:00:00","6.4","728","","128","Drama, Thriller","93974620"
"254","tt0360717","King Kong","2005-12-12 00:00:00","6.7","4482","","187","Adventure, Drama, Action","550517357"
"9043","tt0356680","The Family Stone","2005-12-14 00:00:00","6.2","462","","103","Comedy, Drama, Romance","92000000"
"9641","tt0452598","Cheaper by the Dozen 2","2005-12-21 00:00:00","5.9","1165","","94","Comedy, Family","129181830"
"7552","tt0369441","Fun with Dick and Jane","2005-12-21 00:00:00","6.0","1251","","90","Comedy","202026112"
